Store Name,Address,Phone Number,Website,Opening Hours,Author Name,Rating,Review Text,Time Description
Khadi Mall,"E Gandhi Maidan Rd, near Regent Cinema Hall, Dujra Diara, Patna, Bihar 800004, India",N/A,N/A,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",Nitish kumar,5,I felt very good here because here we got to see the real things related to the cultural heritage of Bihar which makes us feel proud. All types of clothes are available here along with footwear as well as beauty products are available here. This mall is located just to the east of Gandhi Maidan,5 months ago
Khadi Mall,"E Gandhi Maidan Rd, near Regent Cinema Hall, Dujra Diara, Patna, Bihar 800004, India",N/A,N/A,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",Sayani Sarkar,4,"Loved this mall. One suggestion they should add fridge magnets as souvenirs. In addition, some of the item were pricey when compared to the market price.",6 months ago
Khadi Mall,"E Gandhi Maidan Rd, near Regent Cinema Hall, Dujra Diara, Patna, Bihar 800004, India",N/A,N/A,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",Himanshu Ranjan,5,"Well I will review this place 8.5 out of 10. The the khadi is situated just need the Kargil chowk Gandhi maidan. This is a big mall for vocal for local initiatives. You will find here find and great quality suting and shirting. The mall has three floors. The ground floor is for men's collection. The first floor is for women's and kids and hand woven and hand made home decoratives. And the third floor is for shoes,foods,hangers, ornaments,dolls,and many more. If you are really interested in handmade things and traditional stuff.Must visit.",10 months ago
Khadi Mall,"E Gandhi Maidan Rd, near Regent Cinema Hall, Dujra Diara, Patna, Bihar 800004, India",N/A,N/A,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",rahul abhijit,4,"Great initiative by government by providing Khadi garments and handcrafted, handmade decor items such a great platform.such a beautiful handmade showpiece options are there which attracts ur attention.. there where so much options of khadi garments.. sarees..nehru jacket n many more products .it helps in showcasing our culture to world... whether it is Mithila Painting aur handcrafted product. Price is little high because every product is handmade n alot of effort is there . Amazing experience must visit treat to your eyes ❤️🥰",a year ago
Khadi Mall,"E Gandhi Maidan Rd, near Regent Cinema Hall, Dujra Diara, Patna, Bihar 800004, India",N/A,N/A,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",JITESH KUMAR,4,"Genuine cottage industry products.

You can really make out the difference of hand weaved textile here! If u appreciate textiles and art!

Specially related with 🌅chhath pooja related materials.
Many of the Kadhi stores have unfortunately become outdated.

They stock an excellent range of cloths for both men and women. Ready made garments are also available. Cloth from dhoti to bedspreads; from herbal products through to a wide range of incense, they have something for everyone. And the prices are  affordable!",a year ago
Khaadi,"RECH Auto Bahn Rd, Latifabad, Hyderabad, Sindh 17000, Pakistan",(022) 3411444,http://pk.khaadi.com/,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",Sherry Cherry,4,Autobahn outlet having sale upto 40%,a year ago
Khaadi,"RECH Auto Bahn Rd, Latifabad, Hyderabad, Sindh 17000, Pakistan",(022) 3411444,http://pk.khaadi.com/,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",Zahoor Legend,5,"The staff was helpful and the store is huge.
And everything that's available online is available instore as well, which makes it easier. For the customer.",2 months ago
Khaadi,"RECH Auto Bahn Rd, Latifabad, Hyderabad, Sindh 17000, Pakistan",(022) 3411444,http://pk.khaadi.com/,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",Jibran Abro,5,"Loving oneself isn't hard, when you understand who and what 'yourself' is. It has nothing to do with the shape of your face, the size of your eyes, the length of your hair or the quality of your clothes. It's so beyond all of those things and it's what gives life to everything about you. Your own self is such a treasure.",5 years ago
Khaadi,"RECH Auto Bahn Rd, Latifabad, Hyderabad, Sindh 17000, Pakistan",(022) 3411444,http://pk.khaadi.com/,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",Manesh Kumar,5,An amazing place for shopping they always give some amazing discounts and they are having app which will give you some points those can be redeemed later on and after registration you will be benefitted as well ❤️ overall an amazing place for shopping some quality clothes.,4 years ago
Khaadi,"RECH Auto Bahn Rd, Latifabad, Hyderabad, Sindh 17000, Pakistan",(022) 3411444,http://pk.khaadi.com/,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",Shakeel Ahmed Memon,4,Excellent fabrics collection of dresses for all ages. Perfume Collection is also fabulous.,3 years ago
Khaadi,"Khaadi shop, College Rd, near city school, Jalalpur Ghumman Daska, Sialkot, Punjab 51010, Pakistan",N/A,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 2:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",GM Power Tech,5,"This is a very good brand of clothes and here you get to see the various sales, winter collection and summer collection both have sale and you get 30 percent to 70 percent off.",6 months ago
Khaadi,"Khaadi shop, College Rd, near city school, Jalalpur Ghumman Daska, Sialkot, Punjab 51010, Pakistan",N/A,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 2:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",Shafiq Rehman,5,"thank you for your commitment to providing exceptional value to your customers. I appreciate the effort and dedication your team puts into creating a rewarding shopping experience.
Please keep me informed about any upcoming offers or discount events. I am confident that they will be just as enticing and beneficial as the recent 50% discount offer.",a year ago
Khaadi,"Khaadi shop, College Rd, near city school, Jalalpur Ghumman Daska, Sialkot, Punjab 51010, Pakistan",N/A,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 2:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",Hafsa Cheema,5,"Khaadi always holds most graceful & beautiful clothes ever. 💯
They're economical, vibrant & classic 💞
Really glad to see your new outlet in Daska 😍",2 years ago
Khaadi,"Khaadi shop, College Rd, near city school, Jalalpur Ghumman Daska, Sialkot, Punjab 51010, Pakistan",N/A,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 2:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",Talha Gujjar,5,"This is favorite brand of my family ever , it’s just awesome and nicely managed everything, there is staffs, cabinet, guards all is very very good.This brand is able to praise and nicely neat &clean.This is top brand in college road daska.  The clothes is the best one in this shop.Mostly people liked it.",4 years ago
Khaadi,"Khaadi shop, College Rd, near city school, Jalalpur Ghumman Daska, Sialkot, Punjab 51010, Pakistan",N/A,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 2:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",Sufyan Ibnmiraj,3,Nice but no attractive designs,6 months ago
Khaadi Experience Square,"Y Block, Round Comm. Market, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan",(042) 37186076,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 2:00 – 10:00 PM",Abdullah Nafis,4,"This branch is humongous!
They have 3 floor plus a basement, dividing the clothing line into different sections, giving a whole new shopping experience!
The best part is that they have ample seating places. 😉",a year ago
Khaadi Experience Square,"Y Block, Round Comm. Market, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan",(042) 37186076,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 2:00 – 10:00 PM",Saad Razak Khan,1,"Pathetic arrangement. What could've been displayed on one floor has been scattered over multiple floors. Pointless.

Old outlet was wayy better. Stupid decision to shift it here.

So many floors and nothing for men 🙄",a year ago
Khaadi Experience Square,"Y Block, Round Comm. Market, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan",(042) 37186076,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 2:00 – 10:00 PM",Mehwish malik,5,"What a massive and complete store 💗
I loved my time over there . Shopped a lot .
Especially thx to Mr.Zeeshan, the gift corner sales person he was so sweet and kind.
Khaadi provides wheel chair for aged ppl and that's a plus plus plus and Mr Zeeshan took care of my mom's shopping, taking her to every display on wheel chair.
Kindness matters.
I am so happy for my Khaadi experience 💓",a year ago
Khaadi Experience Square,"Y Block, Round Comm. Market, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan",(042) 37186076,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 2:00 – 10:00 PM",Naeem Fraz,4,Khaadi Y-block is still a calm outlet than those of at Emoiroum as well as in Packages Malls,6 months ago
Khaadi Experience Square,"Y Block, Round Comm. Market, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan",(042) 37186076,http://pk.khaadi.com/,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 2:00 – 10:00 PM",Sikander Minhas,5,"Beautiful store, helpful staff and excellent variety of clothes and accompaniments",a month ago
Khaadi,"F-10 Markaz F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",(051) 2809627,http://pk.khaadi.com/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 12:00 – 11:00 PM",Atee,5,"Ladies favorite place for stitch and unstitched cloths, jewelry, glasses, bags and perfume available. Nice decor. Good and trained staff. Discounts are available through out the year on specific products.
Called them for gift cards.
Having only 100 RS charges.
Can load any amount
Can get the card at any nearest shop.
If balance is zero then card will be closed.",8 months ago
Khaadi,"F-10 Markaz F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",(051) 2809627,http://pk.khaadi.com/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 12:00 – 11:00 PM",Umer Ayub,4,"This is the biggest branches of Khaadi in Islamabad ..
They have relocated from a near by old place to here.
Huge setup and beautiful entrance,
Ample parking and so many of varieties.
it's winter clearance sale so place is a bit crowded.
Very good services and trained staff. Staff seems little lazy",a year ago
Khaadi,"F-10 Markaz F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",(051) 2809627,http://pk.khaadi.com/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 12:00 – 11:00 PM",Maria Munir,1,"Recently visited the store, the sale person’s were fully not interested in selling anything and I purchased a dress they were asking each other for the dress piles and ended up giving me the wrong dress. I was in hurry and trusted them that they gave me what has been asked. It was the worst experience.",4 months ago
Khaadi,"F-10 Markaz F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",(051) 2809627,http://pk.khaadi.com/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 12:00 – 11:00 PM",Kaikaus Kiani,5,"A nice outlet, not over crowded. Staff is at best to serve the customer and are friendly.
Availbility of items is a bit problem if you just visit online and trying to get it over there or any outlet. Staff is friendly and are there to help you.",a year ago
Khaadi,"F-10 Markaz F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",(051) 2809627,http://pk.khaadi.com/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 12:00 – 11:00 PM",Waqar Haider,5,Good layout of store with essentially all the variety of products. Khaadi is doing a great job with trendy traditional fashion.,5 months ago
Khaadi The Designer Collection,"Studio No. 21/23, 1, Jwalaheri Village, Paschim Vihar, Delhi, 110063, India",099907 07666,N/A,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM",Shikha Narang,1,Really a pathetic place.....silly people they don't know how to work .....nd not even ready to admit her mistake.....if someone really want to ruin their clothes then this is the place....really a bitter experience,2 years ago
Khaadi The Designer Collection,"Studio No. 21/23, 1, Jwalaheri Village, Paschim Vihar, Delhi, 110063, India",099907 07666,N/A,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM",Zeba Tabassum,5,I really liked the collection in the store and the material sent to me was fabulous.,2 years ago
Khaadi The Designer Collection,"Studio No. 21/23, 1, Jwalaheri Village, Paschim Vihar, Delhi, 110063, India",099907 07666,N/A,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM",Ujval Aggarwal,1,To buy worst clothes this store,3 years ago
Khaadi The Designer Collection,"Studio No. 21/23, 1, Jwalaheri Village, Paschim Vihar, Delhi, 110063, India",099907 07666,N/A,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM",Shivanjali Singh,5,,2 years ago
Khaadi The Designer Collection,"Studio No. 21/23, 1, Jwalaheri Village, Paschim Vihar, Delhi, 110063, India",099907 07666,N/A,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM",nick clair,5,,3 years ago
Khaadi,"Plot no. 75, Bahadur Yar Jhang Cooperative Housing Society Bahadurabad, Sindh، Bahadurabad Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh 75500, Pakistan",(021) 34920788,http://pk.khaadi.com/,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM",Tabish Shahid,4,Best place for womens appreal collection,4 months ago
Khaadi,"Plot no. 75, Bahadur Yar Jhang Cooperative Housing Society Bahadurabad, Sindh، Bahadurabad Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh 75500, Pakistan",(021) 34920788,http://pk.khaadi.com/,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM",SANA ASIF,4,Wide variety of apparels can be found both formal nand casual..khaadi perfumes and jewellery are also nice. The kids clothing is very stylish and colourful but little expensive. Really impressed by the fabric quality n creative designs. Worth a visit.,5 years ago
Khaadi,"Plot no. 75, Bahadur Yar Jhang Cooperative Housing Society Bahadurabad, Sindh، Bahadurabad Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh 75500, Pakistan",(021) 34920788,http://pk.khaadi.com/,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM",M. Inayat,5,Khaadi is a clothing store and very attractive in ladies. It's staff  is very helpful and cooperative. Here are parking problems although they have a space but it is not enough. This area is full of markets and clothing shops. It is a safe area and mostly meddle standards  community population comes for shopping.,5 years ago
Khaadi,"Plot no. 75, Bahadur Yar Jhang Cooperative Housing Society Bahadurabad, Sindh، Bahadurabad Bahadur Yar Jang CHS, Karachi, Karachi City, Sindh 75500, Pakistan",(021) 34920788,http://pk.khaadi.com/,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM",Salman Qadir,4,It is a huge brand with the marvelous collection of the clothing line. One of the biggest name in Pakistan with more than 30 outlets. Expensive but worth it☺👍. Location of the stores and environment is great with good service. They should do sales promotions as well so everybody can buy something from them I am sure they can do it.,6 years ago
